source_id,title,source_owner,owner_basis,countries,country_ids,institutions,institution_ids,url,source_type,evidence_lanes,effective_evidence_lane,evidence_layers,dependent_claims,report_critical,priority,expected_check_cadence,last_checked,document_date_or_version,version_basis,local_or_registry_location,registry_ids,data_paths,used_for,current_status,review_notes
LRS-6C6F6342FE2770,CNECSDTI regulation,legislatie.just.ro,URL hostname fallback from source registry; review before publication attribution | URL hostname fallback; review before publication attribution,Romania,romania,,,https://legislatie.just.ro/public/DetaliiDocument/287938,procedure or regulation,general-research-integrity | supporting-unclassified,general-research-integrity,country_dossier | source_registry,country:romania:institutional-routes | country:romania:source-backbone | country:romania:system-allocation,true,medium,quarterly when claim-active; otherwise annual,2026-04-23,23 August 2024,explicit source metadata | not recorded,data/Romania/raw documentation/source notes/Romania deep-dive sources.md | data/source-registry.csv#RO-S003,RO-S003,data/countries.js#COUNTRY_DATA[48].dossierDetails.integrityCommittees.groups[0].committees[1].links[0].url | data/countries.js#COUNTRY_DATA[48].dossierDetails.networkLayers[0].actors[1].documents[1].url | data/countries.js#COUNTRY_DATA[48].dossierDetails.sourceLinks[1].url | data/source-registry.csv#RO-S003,Romania deep dossier,not yet technically audited by this maintenance pipeline,Main current organization and procedure source for the national CDI council. | Main current organization and procedure source. | Main current regulation for the national CDI ethics council.
LRS-6C7EDEE8D9D721,Stapel fraud investigations and final report,tilburguniversity.edu,URL hostname fallback; review before publication attribution,Netherlands,netherlands,,,https://www.tilburguniversity.edu/nl/over/gedrag-integriteit/commissie-levelt,Major integrity event,general-research-integrity,general-research-integrity,country_dossier,country:netherlands:timeline,true,medium,quarterly when claim-active; otherwise annual,2026-05-29,2011-2012,explicit source metadata,,,data/countries.js#COUNTRY_DATA[0].dossierDetails.timeline[3].sourceUrl,,not yet technically audited by this maintenance pipeline,
LRS-6C912CCC3B0AD3,ONEP,onep.se,URL hostname fallback from source registry; review before publication attribution | URL hostname fallback; review before publication attribution,Sweden,sweden,,,https://www.onep.se/en,Appeal and supervision source,boundary-regime | general-research-integrity,mixed-or-review,country_dossier | source_registry,,true,medium,quarterly when claim-active; otherwise annual,2026-04-23,1 January 2019,explicit source metadata | not recorded,data/source-registry.csv#SE-S018 | data/Sweden/raw documentation/source notes/Sweden deep-dive sources.md,SE-S018,data/countries.js#COUNTRY_DATA[4].dossierDetails.integrityCommittees.groups[0].committees[2].documents[0].url | data/countries.js#COUNTRY_DATA[4].dossierDetails.networkLayers[2].actors[1].documents[0].url | data/countries.js#COUNTRY_DATA[4].dossierDetails.sourceLinks[17].url | data/countries.js#COUNTRY_DATA[4].dossierDetails.timeline[4].sourceUrl | data/source-registry.csv#SE-S018,Sweden review and relabel,not yet technically audited by this maintenance pipeline,"Appeal and supervision body for ethical review. | Describes the 2004 ethical review system, the 2019 merger into EPM and the appeals board role. | Explains the background from the 2004 system and the 2019 authority structure."
LRS-6C991215C34DD0,CEIC mission page,ceic.pt,URL hostname fallback from source registry; review before publication attribution | URL hostname fallback; review before publication attribution,Portugal,portugal,,,https://www.ceic.pt/missao,Clinical ethics source,general-research-integrity | mixed-or-review,mixed-or-review,country_dossier | source_registry,,true,medium,quarterly when claim-active; otherwise annual,2026-04-29,,not recorded,data/Portugal/raw documentation/source notes/Portugal deep-dive sources.md | data/source-registry.csv#PT-S009,PT-S009,data/countries.js#COUNTRY_DATA[8].dossierDetails.integrityCommittees.groups[1].committees[0].documents[0].url | data/countries.js#COUNTRY_DATA[8].dossierDetails.sourceLinks[10].url | data/source-registry.csv#PT-S009,Portugal review and relabel,not yet technically audited by this maintenance pipeline,Current official route for CEIC's statutory role in clinical research ethics. | Entry point for CEIC's role and legal framework.
LRS-6CB53A34C167C4,Legislatie CNATDCU,edu.ro,URL hostname fallback from source registry; review before publication attribution | URL hostname fallback; review before publication attribution,Romania,romania,,,https://www.edu.ro/legislatie-cnatdcu,Ministry page,general-research-integrity,general-research-integrity,country_dossier | source_registry,country:romania:institutional-routes | country:romania:public-output | country:romania:source-backbone,true,medium,quarterly when claim-active; otherwise annual,2026-04-23,,not recorded,data/Romania/raw documentation/source notes/Romania deep-dive sources.md | data/source-registry.csv#RO-S043,RO-S043,data/countries.js#COUNTRY_DATA[48].dossierDetails.integrityCommittees.groups[1].committees[1].links[1].url | data/countries.js#COUNTRY_DATA[48].dossierDetails.sourceLinks[12].url | data/countries.js#COUNTRY_DATA[48].transparency.resources[4].url | data/source-registry.csv#RO-S043,Doctorate and title appeals framework | Romania committee and case-file pilot,not yet technically audited by this maintenance pipeline,"Useful negative-finding anchor for a public legal route without a verified current case archive in this pass. | Useful negative-finding anchor for the CNATDCU lane. | Useful negative-finding anchor: legal route is public, case archive not yet identified. | Useful negative-finding anchor: the legal route is public, but no stable current case archive was identified in this pass."
LRS-6CFA32E96CC00C,TENK 2024:18 statement summary,tenk.fi,URL hostname fallback from source registry; review before publication attribution | URL hostname fallback; review before publication attribution,Finland,finland,,,https://tenk.fi/en/research-misconduct/tenks-statement-summaries/which-university-carries-out-ri-process-and,Individual statement summary,general-research-integrity | supporting-unclassified,general-research-integrity,country_dossier | source_registry,country:finland:public-output | country:finland:source-backbone,true,medium,quarterly when claim-active; otherwise annual,2026-04-23,year:2024,year in title or URL,data/Finland/raw documentation/source notes/Finland deep-dive sources.md | data/source-registry.csv#FI-S005,FI-S005,data/countries.js#COUNTRY_DATA[2].dossierDetails.sourceLinks[8].url | data/countries.js#COUNTRY_DATA[2].transparency.resources[3].url | data/source-registry.csv#FI-S005,Finland committee and case-file pilot | National second-line RI statement,not yet technically audited by this maintenance pipeline,Individual anonymized summary used to show cross-institution responsibility and consequence allocation after a respondent moved between universities. | Useful example for coding cross-institution responsibility and referral paths.
LRS-6D02BCF207FC78,UAK,uak.gov.tr,URL hostname fallback from source registry; review before publication attribution,Turkey,,,,https://www.uak.gov.tr/documents/documents/68838b0a08031.pdf,PDF,supporting-unclassified,supporting-unclassified,source_registry,,false,supporting,annual or on demand,2026-04-17,,not recorded,data/source-registry.csv#OV-TR-016 | data/Turkey/Overview Turkey.docx,OV-TR-016,data/source-registry.csv#OV-TR-016,Overview country extraction,not yet technically audited by this maintenance pipeline,Embedded hyperlink in country overview document used for app extraction.
LRS-6D1891559132AD,Certified expertise in small animal welfare and experimentation,events.lih.lu,URL hostname fallback; review before publication attribution,Luxembourg,luxembourg,,,https://events.lih.lu/blog/our-news-1/post/certified-expertise-in-small-animal-welfare-and-experimentation-111,Animal welfare source,boundary-regime,boundary-regime,country_dossier,country:luxembourg:boundary-regimes,true,medium,quarterly when claim-active; otherwise annual,2026-04-29,,not recorded,,,data/countries.js#COUNTRY_DATA[18].dossierDetails.integrityCommittees.groups[2].committees[2].links[0].url | data/countries.js#COUNTRY_DATA[18].dossierDetails.sourceLinks[26].url,,not yet technically audited by this maintenance pipeline,
LRS-6D1EFDFCF83962,GIS Nauka attestation information composition order,vak.gisnauka.ru,URL hostname fallback from source registry; review before publication attribution | URL hostname fallback; review before publication attribution,Russia,russia,,,https://vak.gisnauka.ru/foreign/s3-files/01cc80c69fae4988a0246a8f5e2774e7%3Afisgna/public/media/uploaded/news_files/610f0841-34c9-472d-80cd-291b70fcb88e/%D0%9F%D1%80%D0%B8%D0%BA%D0%B0%D0%B7_%D0%9C%D0%B8%D0%BD%D0%B8%D1%81%D1%82%D0%B5%D1%80%D1%81%D1%82%D0%B2%D0%B0_%D0%BD%D0%B0%D1%83%D0%BA%D0%B8_%D0%B8_%D0%B2%D1%8B%D1%81_eZZisog.pdf,PDF,general-research-integrity | supporting-unclassified,general-research-integrity,country_dossier | source_registry,country:russia:source-backbone,true,medium,quarterly when claim-active; otherwise annual,2026-04-24,9 January 2020,explicit source metadata | not recorded,data/Russia/raw documentation/source notes/Russia deep-dive sources.md | data/source-registry.csv#RU-S035,RU-S035,data/countries.js#COUNTRY_DATA[44].dossierDetails.sourceLinks[8].url | data/source-registry.csv#RU-S035,Russia committee and case-file pilot,not yet technically audited by this maintenance pipeline,"Defines information for the federal scientific-attestation information system, including appeals, deprivation applications and ministry orders. | Official order defining information included in the federal scientific-attestation information system, including appeals, deprivation applications and ministry orders."
LRS-6D2799DECF7806,About NESH,forskningsetikk.no,URL hostname fallback; review before publication attribution,Norway,norway,,,https://www.forskningsetikk.no/en/about-us/our-committees-and-commission/nesh/about-nesh,Committee page,general-research-integrity,general-research-integrity,country_dossier,country:norway:institutional-routes,true,medium,quarterly when claim-active; otherwise annual,2026-04-23,,not recorded,,,data/countries.js#COUNTRY_DATA[3].dossierDetails.integrityCommittees.groups[0].committees[3].documents[0].url,,not yet technically audited by this maintenance pipeline,"Describes NESH's 2026-2029 members, advisory role and broad subject scope."
LRS-6D3D372BC59AD9,"Law on Science, Technology and Their Development",matsne.gov.ge,URL hostname fallback from source registry; review before publication attribution | URL hostname fallback; review before publication attribution,Georgia,georgia,,,https://matsne.gov.ge/en/document/view/28426,Law,general-research-integrity | supporting-unclassified,general-research-integrity,country_dossier | source_registry,country:georgia:source-backbone | country:georgia:system-map | country:georgia:timeline,true,medium,quarterly when claim-active; otherwise annual,2026-04-28,14 June 2016 | current text accessed 28 April 2026,explicit source metadata | not recorded,data/Georgia/raw documentation/source notes/Georgia first-dossier sources.md | data/source-registry.csv#GE-S001,GE-S001,data/countries.js#COUNTRY_DATA[14].documents[1].url | data/countries.js#COUNTRY_DATA[14].dossierDetails.sourceLinks[0].url | data/countries.js#COUNTRY_DATA[14].dossierDetails.timeline[0].sourceUrl | data/source-registry.csv#GE-S001,Georgia first expanded app dossier,not yet technically audited by this maintenance pipeline,Matsne source for national science and research-institution frame. | National science and research-institution frame.
LRS-6DA2F20E4B980A,Framework for Good Research Practice,ugent.be,URL hostname fallback; review before publication attribution,Belgium,belgium,,,https://www.ugent.be/en/research/framework,Good-practice framework,general-research-integrity,general-research-integrity,country_dossier,country:belgium:institutional-routes,true,medium,quarterly when claim-active; otherwise annual,2026-05-29,,not recorded,,,data/countries.js#COUNTRY_DATA[5].dossierDetails.integrityCommittees.groups[2].committees[2].links[1].url,,not yet technically audited by this maintenance pipeline,"Connects ALLEA, Mind the GAP, data management and reporting suspected misconduct."
