source_id,country,title,url,source_type,raw_documentation_category,accessed,used_for,stored_in,notes
SE-S024,Sweden,KTH internal ethics assessment,https://intra.kth.se/en/forskning/overgripande-stod/etik-och-god-forskni/en-intern-etikbedomning-1.1093566,Website,institutional procedures,2026-04-23,Sweden review and relabel,data/Sweden/raw documentation/source notes/Sweden deep-dive sources.md,"Institutional support and ethics-assessment route."
SE-S025,Sweden,Umea University reporting misconduct in research,https://www.umu.se/en/researcher/plan-and-implement/research-ethics-and-good-research-practice/reporting-misconduct-in-research/,Website,institutional procedures,2026-04-23,Sweden review and relabel,data/Sweden/raw documentation/source notes/Sweden deep-dive sources.md,"Institutional procedure for reporting suspected misconduct and deviations."
SE-S026,Sweden,Research animals in Sweden,https://jordbruksverket.se/languages/english/animals/research-animals,Website,ethics and boundary regimes,2026-04-23,Sweden review and relabel,data/Sweden/raw documentation/source notes/Sweden deep-dive sources.md,"Main national animal-research ethics and approval source."
SE-S027,Sweden,Swedish 3Rs Center,https://jordbruksverket.se/languages/english/animals/research-animals/the-swedish-3rs-center,Website,ethics and boundary regimes,2026-04-23,Sweden review and relabel,data/Sweden/raw documentation/source notes/Sweden deep-dive sources.md,"National 3R support infrastructure for animal research."
SE-S028,Sweden,The Swedish Biobank Act,https://biobanksverige.se/en/the-swedish-biobank-act/,Website,ethics and boundary regimes,2026-04-23,Sweden review and relabel,data/Sweden/raw documentation/source notes/Sweden deep-dive sources.md,"Current biobank-law boundary source."
SE-S029,Sweden,Biobank Sweden research guide,https://biobanksverige.se/en/research/,Website,ethics and boundary regimes,2026-04-23,Sweden review and relabel,data/Sweden/raw documentation/source notes/Sweden deep-dive sources.md,"Research-facing guide to Swedish biobank access and EPM interaction."
SE-S030,Sweden,Swedish National Data Service,https://snd.gu.se/en,Website,open science and data,2026-04-23,Sweden review and relabel,data/Sweden/raw documentation/source notes/Sweden deep-dive sources.md,"National research-data infrastructure and support route."
SE-S031,Sweden,IMY research and data protection,https://www.imy.se/en/organisations/data-protection/this-applies-accordning-to-gdpr/research/,Website,ethics and boundary regimes,2026-04-23,Sweden review and relabel,data/Sweden/raw documentation/source notes/Sweden deep-dive sources.md,"Main national data-protection guidance for research."
SE-S032,Sweden,Swedish Medical Products Agency clinical-trials route,https://www.lakemedelsverket.se/en/permission-approval-and-control/clinical-trials/medicinal-products-for-human-use/clinical-trials-regulation-eu-536-2014/from-start-to-outcome-of-clinical-trials-according-to-regulation-536-2014,Website,ethics and boundary regimes,2026-04-23,Sweden review and relabel,data/Sweden/raw documentation/source notes/Sweden deep-dive sources.md,"Current clinical-trial boundary route at the Swedish Medical Products Agency."
SE-S033,Sweden,Macchiarini case timeline,https://news.ki.se/the-macchiarini-case-timeline,Website,reports and monitoring,2026-04-23,Sweden review and relabel,data/Sweden/raw documentation/source notes/Sweden deep-dive sources.md,"Major integrity event timeline hosted by Karolinska Institutet."
SE-S034,Sweden,Npof statistics,https://npof.se/en/statistics/,Website,reports and monitoring,2026-04-23,Sweden committee and case-file pilot,data/Sweden/raw documentation/source notes/Sweden deep-dive sources.md,"Tracks annual case volumes, outcomes and initiation routes in the national misconduct lane."
SE-S035,Sweden,Npof Annual Report 2024,https://npof.se/wp-content/uploads/2025/07/Arlig-rapport-2024_enkelsidig-lamplig-for-utskrift.pdf,PDF,reports and monitoring,2026-04-23,Sweden committee and case-file pilot,data/Sweden/raw documentation/source notes/Sweden deep-dive sources.md,"Key source for 2024 national decisions, appeals, follow-up measures and anonymized HEI reporting on other deviations from good research practice."
SE-S036,Sweden,Npof decisions archive Swedish,https://npof.se/beslut/,Website,transparency and case publication,2026-04-23,Sweden committee and case-file pilot,data/Sweden/raw documentation/source notes/Sweden deep-dive sources.md,"Fuller official archive view stating that all misconduct decisions examined on the merits are published while rejection decisions are excluded."
DK-S001,Denmark,The Danish Board on Research Misconduct,https://ufsn.dk/english/about-us/councils-and-commissions/the-danish-board-on-research-misconduct/,Website,research integrity offices and bodies,2026-04-23,Denmark committee and case-file pilot,data/Denmark/raw documentation/source notes/Denmark deep-dive sources.md,"Used to confirm the statutory split between national misconduct handling and institutional QRP handling, plus the duty to publish annual reports on both lanes."
DK-S002,Denmark,NVU decisions archive Danish,https://ufsn.dk/om-os/om-styrelsen/raad-naevn-udvalg-og-fonde/naevnet-for-videnskabelig-uredelighed/afgoerelser/,Website,transparency and case publication,2026-04-23,Denmark committee and case-file pilot,data/Denmark/raw documentation/source notes/Denmark deep-dive sources.md,"Used as the fullest live national archive view, showing current Danish year pages and predecessor-regime continuity."
DK-S003,Denmark,NVU decisions page English,https://ufsn.dk/english/about-us/councils-and-commissions/the-danish-board-on-research-misconduct/decisions/,Website,transparency and case publication,2026-04-23,Denmark committee and case-file pilot,data/Denmark/raw documentation/source notes/Denmark deep-dive sources.md,"Used to confirm that the English decisions view is a partial historical mirror rather than the full current archive."
DK-S004,Denmark,NVU Annual Report 2024 Research Misconduct,https://ufsn.dk/media/wgbfidbg/arsberetning-2024-web-090525.pdf,PDF,reports and monitoring,2026-04-23,Denmark committee and case-file pilot,data/Denmark/raw documentation/source notes/Denmark deep-dive sources.md,"Used to capture 2024 misconduct decisions and visible referrals of possible QRP matters back to institutions."
DK-S005,Denmark,NVU Annual Report 2024 Questionable Research Practice,https://ufsn.dk/media/0rwfozt2/arsberetning-2024-qrp-web-090525.pdf,PDF,reports and monitoring,2026-04-23,Denmark committee and case-file pilot,data/Denmark/raw documentation/source notes/Denmark deep-dive sources.md,"Used to capture the national annual synthesis of institution-reported QRP cases and to separate that layer from the misconduct decision archive."
DK-S006,Denmark,UCPH Practice Committee Annual Report 2024,https://praksisudvalget.ku.dk/publikationer/_rsberetning_2024_Praksisudvalget_K_benhavns_Universitet.pdf,PDF,reports and monitoring,2026-04-23,Denmark committee and case-file pilot,data/Denmark/raw documentation/source notes/Denmark deep-dive sources.md,"Used as the strongest local case-publication example, showing case summaries, rejections and matters returned from NVU to local handling."
FI-S001,Finland,TENK statement summaries,https://tenk.fi/en/research-integrity/tenks-statement-summaries,Website,transparency and case publication,2026-04-23,Finland committee and case-file pilot,data/Finland/raw documentation/source notes/Finland deep-dive sources.md,"Used as the strongest national public case-material source; searchable anonymized summaries rather than full statements."
FI-S002,Finland,Request for a statement from TENK,https://tenk.fi/en/research-integrity/request-statement-tenk,Website,misconduct procedures,2026-04-23,Finland committee and case-file pilot,data/Finland/raw documentation/source notes/Finland deep-dive sources.md,"Used to confirm TENK's second-line role, the 30-day request route, non-publication of full statements and public-document access after a statement."
FI-S003,Finland,TENK Annual Report 2024,https://tenk.fi/sites/default/files/2025-05/TENK_Toimintakertomus_2024%20EN.pdf,PDF,reports and monitoring,2026-04-23,Finland committee and case-file pilot,data/Finland/raw documentation/source notes/Finland deep-dive sources.md,"Used for 2024 allegation volumes, statement activity, adviser-network scale and human-sciences ethics statement summaries."
FI-S004,Finland,Organisations committed to RI/RCR guidelines,https://tenk.fi/en/research-integrity/organisations-committed-rircr-guidelines,Website,research integrity offices and bodies,2026-04-23,Finland committee and case-file pilot,data/Finland/raw documentation/source notes/Finland deep-dive sources.md,"Used to define the first-instance local investigation network under the RI 2023 commitment model."
FI-S005,Finland,TENK 2024:18 statement summary,https://tenk.fi/en/research-misconduct/tenks-statement-summaries/which-university-carries-out-ri-process-and,Website,transparency and case publication,2026-04-23,Finland committee and case-file pilot,data/Finland/raw documentation/source notes/Finland deep-dive sources.md,"Individual anonymized summary used to show cross-institution responsibility and consequence allocation after a respondent moved between universities."
FI-S006,Finland,Aalto handling of misconduct,https://www.aalto.fi/en/services/handling-of-misconduct-violation-of-research-integrity-guidelines-at-aalto-university,Website,institutional procedures,2026-04-23,Finland committee and case-file pilot,data/Finland/raw documentation/source notes/Finland deep-dive sources.md,"Used as the clearest local example distinguishing public case documents from proactive online case publication."
FI-S007,Finland,University of Helsinki research integrity,https://www.helsinki.fi/en/research/research-integrity/research-ethics/responsible-conduct-research,Website,institutional procedures,2026-04-23,Finland committee and case-file pilot,data/Finland/raw documentation/source notes/Finland deep-dive sources.md,"Representative local route showing chancellor notification, adviser support and procedure-only public visibility."
NL-S001,Netherlands,LOWI about page,https://lowi.nl/over-lowi/,Website,research integrity offices and bodies,2026-04-23,Netherlands committee and case-file pilot,data/Netherlands/raw documentation/source notes/Netherlands deep-dive sources.md,"Used to confirm LOWI history, governance, affiliated institutions and annual-report series."
NL-S002,Netherlands,LOWI Regulations 2022,https://lowi.nl/wp-content/uploads/2022/02/LOWI-Regulations-2022.pdf,PDF,misconduct procedures,2026-04-23,Netherlands committee and case-file pilot,data/Netherlands/raw documentation/source notes/Netherlands deep-dive sources.md,"Used to confirm LOWI competence, procedure, timing and anonymised publication rules."
NL-S003,Netherlands,LOWI annual report 2024,https://lowi.nl/wp-content/uploads/2025/06/Jaarverslag-adviescommissie-LOWI-2024.pdf,PDF,reports and monitoring,2026-04-23,Netherlands committee and case-file pilot,data/Netherlands/raw documentation/source notes/Netherlands deep-dive sources.md,"Used to capture 2024 case themes, annual volume and the boundary between scientific debate and integrity complaints."
NL-S004,Netherlands,UNL complaint publications archive,https://www.universiteitenvannederland.nl/publicaties-klachten-wetenschappelijke-integriteit,Website,reports and monitoring,2026-04-23,Netherlands committee and case-file pilot,data/Netherlands/raw documentation/source notes/Netherlands deep-dive sources.md,"Used to identify the sector archive for anonymised university executive-board decisions and CWI advice."
NL-S005,Netherlands,VH complaint publications 2025,https://www.vereniginghogescholen.nl/kennisbank/praktijk-en-onderzoek/artikelen/publicatie-klachten-wetenschappelijke-integriteit-2025,Website,reports and monitoring,2026-04-23,Netherlands committee and case-file pilot,data/Netherlands/raw documentation/source notes/Netherlands deep-dive sources.md,"Used to confirm that the hbo sector publishes final board decisions and linked case PDFs."
NL-S006,Netherlands,VH format publication complaints on website,https://www.vereniginghogescholen.nl/system/knowledge_base/attachments/files/000/001/356/original/Format_publicatie_klachten_op_VH_website.pdf?1670590122=,PDF,misconduct procedures,2026-04-23,Netherlands committee and case-file pilot,data/Netherlands/raw documentation/source notes/Netherlands deep-dive sources.md,"Used to capture publication fields, anonymisation rule, six-week publication deadline and ten-year retention on the VH website."
